Index,comments
2012,"@J A B where are the working hard Asians, Muslims, Whites??  Are they just ignore them like they are nothing??  Why can't you get that"
2013,@Batman But it isn't..
2014,Say goodbye to woman’s sports because idiots like you think biological men have the same skill sets as woman.
2015,@Batman it’s not racist at all
2016,J A B it's racist and dumb
2017,What I wanna know is why everybody is hating in the comments??!
2018,"The crowded blouse problematically like because wave impressively encourage given a wide property. tightfisted, far toe"
2019,Shout out to women across the world!!!! Love you all!!!!!
2020,This is pathetic...
2021,@Dogmeat I concur my N1€€@...
2022,@J A B You mean my point? You sad bruh. The bigger picture Hahahahaha! Just because something is shoved in your face doesn't mean it's ... Hahahahahahahaha you're useless!
2023,"@Embrace Masculinity Thank you. As a person of color, I must say It is very sad seeing the lack of common sense applied to these obvious distractionary propaganda filled ads by corporations that make fake claims of enlightenment these days while still abusing people to make their profits. But hey, they made a commercial so it's all good. Such simple minds ripe for manipulation calling themselves adults. This is sad...Hahahahahahahaha! Oh well, I'll be alright."
2024,@Embrace Masculinity You must be stupid or you can’t read social cues but I was joking. I put the  there for a reason. Go to college and get a degree.
2025,"Stay strong, man. Don’t let these “woke” idiots get to your head."
2026,"@Dogmeat Ah yes, thinking an ad is pathetic definitely is the same as hating black people. God you people are stupid."
2027,And this comment is as pathetic as the person who typed it ..
2028,@Big Fisto And you my friend are pathetic bc you cannot see the bigger picture n meaning behind advertisement like THIS!
2029,@Voxy Blog I pity you. Enjoy abuse for your shiny shoes...
2030,@Big Fisto wait what the hell
2031,@Dogmeat Hahahahahahahaha... Exactly. You're a hell of a critical thinker. Bravo
2032,@Big Fisto you hate black ppl or something 
2033,Because it's visual and auditory Aaaaaaaaaaaiiiiidds! You're pathetic for having to ask. Stop replying to everyone and think next time kiddo...
2034,Why?
2035,Reported for encouraging terrorism.
2036,It’s not terrorism it’s just extremely racist.
2037,"90% of these comments are ignorant or racist. C'mon people. Don't be sorry. Be better.Thank you <a href=""http//www.youtube.com/results?search_query=%23nike"">#Nike</a> for recognizing the smartest, strongest and most underappreciated group in America black women."
2038,"@Jaime Silva Dude no ones talking about that, slave labor and child labor is of course wrong. I'm talking about the racism"
2039,So apparently criticizing Nike for profiting out of the blood and sweat of child laborers and Uyghurs in Chinese factories and then claiming to be an advocate of civil rights and making a commercial for blacks while not even helping blacks at the same time is racist and ignorant? The left thinks that they own you. Realize that
2040,"All this HATE in the comment section is REAL!!!  In spite of it all, keep Rising and Shining Black Women!!!  Thank you NIKE for acknowledging all this WONDERFUL BLACK GIRL MAGIC!!!  Your company will NEVER go under because Black People will continue to support you.  KUDOS!!!You may write me down in history
With your bitter, twisted lies,
You may tread me in the very dirt
But still, like dust, I'll rise.

Does my sassiness upset you?
Why are you beset with gloom?
'Cause I walk like I've got oil wells
Pumping in my living room.

Just like moons and like suns,
With the certainty of tides,
Just like hopes springing high,
Still I'll rise.

Did you want to see me broken?
Bowed head and lowered eyes?
Shoulders falling down like teardrops.
Weakened by my soulful cries.

Does my haughtiness offend you?
Don't you take it awful hard
'Cause I laugh like I've got gold mines
Diggin' in my own back yard.

You may shoot me with your words,
You may cut me with your eyes,
You may kill me with your hatefulness,
But still, like air, I'll rise.

Does my sexiness upset you?
Does it come as a surprise
That I dance like I've got diamonds
At the meeting of my thighs?

Out of the huts of history's shame
I rise
Up from a past that's rooted in pain
I rise
I'm a black ocean, leaping and wide,
Welling and swelling I bear in the tide.
Leaving behind nights of terror and fear
I rise
Into a daybreak that's wondrously clear
I rise
Bringing the gifts that my ancestors gave,
I am the dream and the hope of the slave.
I rise
I rise
I rise.
Maya Angelou"
2041,"Lol, the ape is mad."
2042,"Really cool, love the vision and idea behind this. Hopefully more people get on board with these kind of ideas "
2043,But where do the sweatshops and child labor fit into all of this?
2044,"Climate Change is a real challenge  Reduce, Re-use, Recycle  #MoveToZero I  Nike"
2045,Still gonna make my Jordan 1s with that premium leather tho right?
2046,"One doesn’t experience self transcendence, the illusion of self only dissipates~"
2047,I just wanna get the background track without the voiceover....
2048,what is the name of the backround sound?
2049,FYI @10secondday with @moviemountain made this !
2050,You aren't going to make shoes if we stop extraction. We are not stopping petroleum products
2051,@Paul Netro people like you that have no idea about how the world actually works.
