,Index,comments,location,dislikes,likes
1958,1958,"Yes, they do get represented, but it's unproportional and in a negative way. I almost never see Asian people in advertisements despite them being six percent of the population, half of black people, yet I see mostly black people in advertisements. When I do see white people they're usually just a background character or used as a joke, especially the men.",delhi,21,34
1959,1959,@Bill Kekler yea because white people ain’t like black people dummy,kolkata,53,90
1960,1960,@Bill Kekler Asian and whites get represented whites most of all get represented way more than POC’s your point is,bangalore,94,63
1961,1961,"@Gaming_SportsAaron 13 Yes y'all did and white people had to fix that for y'all too because you couldn't fix your own problems. Adding onto that, America was a predominantly white country, and a great one at that, so you would ofcourse see mostly white people. There were more white actors and it was proportional to the population.",delhi,71,30
1962,1962,@Bill Kekler white people did us like this back in the day and Asians and did we have a problem?,chennai,34,10
1963,1963,"@bo gard It depends on context. This advertisement is airing in America, therefore I can assume that it takes place there. Blacks make about thirteen percent of the population, yet one hundred percent of the people here are black. That's over representation. If this was a documentary about Africa or another mostly black area, that would make sense. There's the problem.",kolkata,91,27
1964,1964,"@Bill Kekler lmao with that logic then all the commercials, TV shows and movies with only white ppl are racist, right?",mumbai,46,46
1965,1965,Your racist because you hate black women,bangalore,10,8
1966,1966,"@J A B Notice the complete lack of white people and asians in general. I see no Irish man, Russian, or American. There are zero Koreans, vietnamese, or Iranians. I didn't even see a single Kekistani, a super minority! This video makes everything about the blacks and leaves everyone else out. Not very inclusive, don't you say?",chennai,17,0
1967,1967,"Stupid racist commercials, this is ridiculous and hypocritical, absolutely racist",kolkata,8,50
1968,1968,sshaddup...thumbs down,mumbai,14,93
1969,1969,Where's the White people?,delhi,35,71
1970,1970,Working,chennai,43,98
1971,1971,Cringe,bangalore,73,88
1972,1972,Third,delhi,47,38
1973,1973,Its ok because they are black and women,chennai,54,53
1974,1974,@Voxy Blog They have been having a “moment” for almost half a year now.,mumbai,67,85
1975,1975,What black women can’t have a moment,delhi,77,56
1976,1976,Ccp founded,delhi,81,65
1977,1977,I wrote MAGA OR TRUMP 2024 on all my Nike shoes,kolkata,30,69
1978,1978,"Where are the other athletes besides black, Nike is so racist, cancel nike",mumbai,30,29
1979,1979,Why are y’all so mad and racist,mumbai,50,26
1980,1980,@Omar Jones this man is just bitter asf,delhi,48,61
1981,1981,@I like LeBron James no it’s not bro wtf,delhi,10,36
1982,1982,@I like LeBron James no it dosent that how you took it..sad,bangalore,26,23
1983,1983,We’re not racist the ad is. It’s trying to say that black women have something better than everyone else,kolkata,34,75
1984,1984,"Speaks mangled English. No engineers, surgeons or scientists shown. And of course, it's all somebody else's fault. You go, grrrrrl.",chennai,67,5
1985,1985,@Curly Tells Oh snap! He dropped big facts and you got nothin! Truth hurts,chennai,32,33
1986,1986,@Curly Tells My white friends are already well aware of it. Pity your black friends aren't.,bangalore,32,88
1987,1987,@John Koenig seems like you have a lot to say  tell that bs to your white friends lmaooooooooo,mumbai,29,29
1988,1988,"@Curly Tells They don't seem to matter much to fellow black people, dear. You're killing yourselves wholesale. The biggest threat to black America isn't some moron wearing a white sheet with a pointy hat on his pointy head, it's some Fitty-cent wannabe brandishing his &quot;nine&quot; sideways. Black America is self-destructing. A black student who excels academically risks being  reviled and abused for &quot;acting white&quot;. The illegitimacy rate tops 70%. Millions of little boys are being raised without fathers, with no one to teach them how to be a man.Those things matter infinitely more than empty slogans. Perhaps you should rethink your priorities.",chennai,19,87
1989,1989,@Curly Tells AMEN!!!,delhi,84,84
1990,1990,@John Koenig only thing I forgot to add was BLACK LIVES MATTER ,chennai,57,21
1991,1991,"@Curly Tells You misspelled ""realism"".",bangalore,72,99
1992,1992,Your racism is showing ,mumbai,7,33
1993,1993,First,chennai,32,16
1994,1994,@Thomas More Dude why??,bangalore,41,57
1995,1995,First idiot,kolkata,5,85
1996,1996,"This is cool and all but as far as NBA/Football don’t act like your all that and say you could beat boogie one on one, also don’t be entitled by thinking you should earn as much as lebron or a max contract. The nba is the only reason why they haven’t been shut down 10 years ago.if you don’t bring in the money don’t act like you deserve it. Other than that hiccup it’s good to be confident and they can/do kill it in other sports",mumbai,71,49
1997,1997,First,chennai,65,86
1998,1998,"Warning  This comment section is beyond toxic/racist so just scroll back up if you don’t want your mood ruined. If you have nothing nice to say, don’t say it at all.We support Black Women around here. Hate has no place here.",kolkata,45,58
1999,1999,@Embrace Masculinity what truth? Black women in society are all viewed as ghetto loud and viewed at the bottom at the barrel. You always complain “ well white ppl are being uplifted” because there’s no reason to. Eurocentric beauty is the standard and yall are also the majority. People like you just love to think we just live in a post racist society when we don’t and we are far from it.,kolkata,60,34
2000,2000,"Labeling it with a buzzword is not a very good argument. What you’re seeing is the truth. The truth might be a little scary to you since you live in a bubble but it’s still the truth. I support everyone, but I don’t support black supremacy or reverse racism against whites (or just racism).",chennai,12,31
2001,2001,THANK YOU!,delhi,26,19
2002,2002,Fourth,mumbai,58,5
2003,2003,Love Nike for supporting black culture,bangalore,76,6
2004,2004,"You've been brainwashed, my friend.",kolkata,43,37
2005,2005,loool.. You really think they support black culture lol? They only support your dollars $$$$$,kolkata,34,24
2006,2006,This is racist there was no one other than blacks,chennai,97,40
2007,2007,"@Jayvion Leftwich Yeah, guess that was a slip up . Lmao ",bangalore,41,0
2008,2008,@Peter113 I don’t think I have seen an all white commercial I have also never seen a white history month or a race other than black,chennai,75,24
2009,2009,Do you say the same in majority white commercials or is your bigotry just showing?,bangalore,27,13
2010,2010,cringe.,bangalore,60,57
2011,2011,I LOVE this commercial Edit Plz stop being negative in the comments. I just think this commercial is AMAZING because it is acknowledging under-represented black women in sports.,chennai,80,39
2012,2012,"@J A B where are the working hard Asians, Muslims, Whites??  Are they just ignore them like they are nothing??  Why can't you get that",delhi,40,76
2013,2013,@Batman But it isn't..,bangalore,92,43
2014,2014,Say goodbye to woman’s sports because idiots like you think biological men have the same skill sets as woman.,mumbai,5,14
2015,2015,@Batman it’s not racist at all,chennai,54,35
2016,2016,J A B it's racist and dumb,kolkata,7,93
2017,2017,What I wanna know is why everybody is hating in the comments??!,delhi,34,79
2018,2018,"The crowded blouse problematically like because wave impressively encourage given a wide property. tightfisted, far toe",chennai,90,73
2019,2019,Shout out to women across the world!!!! Love you all!!!!!,delhi,8,51
2020,2020,This is pathetic...,chennai,37,10
2021,2021,@Dogmeat I concur my N1€€@...,bangalore,75,37
2022,2022,@J A B You mean my point? You sad bruh. The bigger picture Hahahahaha! Just because something is shoved in your face doesn't mean it's ... Hahahahahahahaha you're useless!,delhi,18,14
2023,2023,"@Embrace Masculinity Thank you. As a person of color, I must say It is very sad seeing the lack of common sense applied to these obvious distractionary propaganda filled ads by corporations that make fake claims of enlightenment these days while still abusing people to make their profits. But hey, they made a commercial so it's all good. Such simple minds ripe for manipulation calling themselves adults. This is sad...Hahahahahahahaha! Oh well, I'll be alright.",delhi,87,7
2024,2024,@Embrace Masculinity You must be stupid or you can’t read social cues but I was joking. I put the  there for a reason. Go to college and get a degree.,kolkata,9,19
2025,2025,"Stay strong, man. Don’t let these “woke” idiots get to your head.",chennai,7,25
2026,2026,"@Dogmeat Ah yes, thinking an ad is pathetic definitely is the same as hating black people. God you people are stupid.",delhi,88,49
2027,2027,And this comment is as pathetic as the person who typed it ..,delhi,67,37
2028,2028,@Big Fisto And you my friend are pathetic bc you cannot see the bigger picture n meaning behind advertisement like THIS!,delhi,7,87
2029,2029,@Voxy Blog I pity you. Enjoy abuse for your shiny shoes...,bangalore,26,42
2030,2030,@Big Fisto wait what the hell,kolkata,88,39
